spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
legit,Dear
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
legit,U say leh Of course nothing happen lar Not say v romantic jus a bit only lor I thk e nite scenery not so nice leh
legit,Im still looking for a car to buy And have not gone 4the driving test yet
legit,Good afternoon starshine Hows my boytoy Does he crave me yet Ache to fuck me  sips cappuccino I miss you babe teasing kiss
legit,Coffee cake
spam,Text PASS to 69669 to collect your polyphonic ringtones Normal gprs charges apply only Enjoy your tones
legit,Its not the same here Still looking for a job How much do Tas earn there
legit,K Ill be there before 4
legit,Arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin Bite me
spam,Final Chance Claim ur 150 worth of discount vouchers today Text YES to 85023 now SavaMob
spam,Boltblue tones for 150p Reply POLY
legit,Y dun cut too short leh U dun like ah She failed Shes quite sad
legit,Hi msg meim in office
legit,Goodmorning sleeping ga
legit,I hope you thats the result of being consistently intelligent and kind Start asking him about practicum links and keep your ears open and all the best ttyl
legit,Yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that Till 2 But we wont go there Not doing too badly cheers You 
spam,Your unique user ID is 1172 For removal send STOP to 87239 customer services 08708034412
spam,URGENT We are trying to contact you Last weekends draw shows u have won a 1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
legit,Do you know what Mallika Sherawat did yesterday Find out now   ltURLgt
legit,I am waiting machan Call me once you free
spam,Please call Amanda with regard to renewing or upgrading your current TMobile handset free of charge Offer ends today Tel 0845 021 3680 subject to Ts and Cs
legit,Ok I asked for money how far
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points To claim call 08719181259 Identifier code XXXXX Expires 260305
legit,Awesome
legit,Come to mu
legit,Wen u miss someone
spam,You have won a Nokia 7250i This is what you get when you win our FREE auction To take part send Nokia to 86021 now HGSuite3422Lands RowW1JHL 16
spam,Monthly password for wap mobsicom is 391784 Use your wap phone not PC
legit,Depends on quality If you want the type i sent boye
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had To claim 4 free reply with CLAIM to this msg 2 stop txt STOP
spam,Had your contract mobile 11 Mnths Latest Motorola
legit,Why you Dint come with us
spam,Hi
spam,44 7732584351
legit,Ditto And you wont have to worry about me saying ANYTHING to you anymore Like i said last night
legit,Bring home some Wendy D
legit,Kkhow much does it cost
spam,Natalja 25F is inviting you to be her friend Reply YES440 or NO440 See her wwwSMSacunat27081980 STOP Send STOP FRND to 62468
spam,Congrats 2 mobile 3G Videophones R yours call 09063458130 now videochat wid your mates
spam,You can stop further club tones by replying STOP MIX See mytonecomenjoy html for terms Club tones cost GBP450week MFL
legit,But i have to I like to have love and arrange
spam,WIN We have a winner Mr T Foley won an iPod More exciting prizes soon
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video
legit,Wait thats still not all that clear
spam,URGENT This is our 2nd attempt to contact U Your 900 prize from YESTERDAY is still awaiting collection To claim CALL NOW 09061702893
spam,FREEMSG Our records indicate you may be entitled to 3750 pounds for the Accident you had To claim for free reply with YES to this msg To opt out text STOP
legit,Missed your call cause I was yelling at scrappy Miss u Cant wait for u to come home Im so lonely today
legit,Im nt goin
legit,New Theory Argument wins d SITUATION
legit,Kkadvance happy pongal
legit,That way transport is less problematic than on sat night By the way
legit, log off 4 wat Its sdryb8i
spam,Camera  You are awarded a SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 days
legit,By monday next week Give me the full gist
legit,Where did u go My phone is gonna die you have to stay in here
spam,January Male Sale Hot Gay chat now cheaper
spam,Text82228 Get more ringtones
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts Call MobileUpd8 08001950382 or Call2OptOut674
legit,Ho ho  big belly laugh See ya tomo
spam,SMS ac Sptv The New Jersey Devils and the Detroit Red Wings play Ice Hockey Correct or Incorrect End Reply END SPTV
spam,ou are guaranteed the latest Nokia Phone
spam,Cashbincouk Get lots of cash this weekend wwwcashbincouk Dear Welcome to the weekend We have got our biggest and best EVER cash give away These
legit,That means get the door
legit,Your ASOS parcel has been delivered Find your delivery info here httpsmyhermesRFoIh1
legit,HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND HOWDY GORGEOUS
legit,Ill be late
legit,How long does applebees fucking take
spam,Thanks for your Ringtone Order
spam,Double mins and txts 4 6months FREE Bluetooth on Orange Available on Sony
spam,Guess who am IThis is the first time I created a web page WWWASJESUSCOM read all I wrote Im waiting for your opinions I want to be your friend 11
legit,Both  i shoot big loads so get ready
legit,She was supposed to be but couldnt make it
legit,Okay name ur price as long as its legal Wen can I pick them up Y u ave x ams xx
spam,Congratulations Thanks to a good friend U have WON the 2
spam,Urgent UR awarded a complimentary trip to EuroDisinc Trav
legit,Ugh its been a long day Im exhausted Just want to cuddle up and take a nap
legit,Ya very nice  be ready on thursday
legit,Even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply
spam,Tone Club Your subs has now expired 2 resub reply MONOC 4 monos or POLYC 4 polys 1 weekly  150p per week Txt STOP 2 stop This msg free Stream 0871212025016
spam,Congratulations ur awarded either 500 of CD gift vouchers  Free entry 2 our 100 weekly draw txt MUSIC to 87066 TnCs wwwLdewcom 1 win150ppmx3age16
spam,FREE MSGWe billed your mobile number by mistake from shortcode 83332Please call 08081263000 to have charges refundedThis call will be free from a BT landline
spam,Congratulations  Thanks to a good friend U have WON the 2
spam,Refused a loan Secured or Unsecured Cant get credit Call free now 0800 195 6669 or text back help  we will
legit,Ok anyway no need to change with what you said
spam,Get a brand new mobile phone by being an agent of The Mob Plus loads more goodies For more info just text MAT to 87021
spam,CDs 4u Congratulations ur awarded 500 of CD gift vouchers or 125 gift guaranteed  Freeentry 2 100 wkly draw xt MUSIC to 87066 TnCs wwwldewcom1win150ppmx3age16 
legit,Hey you told your name to gautham ah
spam,Orange customer
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed  Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs wwwLdewcom1win150ppmx3age16
spam,Had your mobile 11mths  Update for FREE to Oranges latest colour camera mobiles  unlimited weekend calls Call Mobile Upd8 on freefone 08000839402 or 2StopTx
legit,Did he just say somebody is named tampa
spam,Double Mins  Double Txt  12 price Linerental on Latest Orange Bluetooth mobiles Call MobileUpd8 for the very latest offers 08000839402 or call2optoutLF56
spam,YES The only place in town to meet exciting adult singles is now in the UK Txt CHAT to 86688 now 150pMsg
spam,Had your mobile 11 months or more U R entitled to Update to the latest colour mobiles with camera for Free Call The Mobile Update Co FREE on 08002986030
spam,FreeMsg Fancy a flirt Reply DATE now  join the UKs fastest growing mobile dating service Msgs rcvd just 25p to optout txt stop to 83021 Reply DATE now
legit,I have printed it oh So  lt
spam,EASTENDERS TV Quiz What FLOWER does DOT compare herself to D VIOLET E TULIP F LILY txt D E or F to 84025 NOW 4 chance 2 WIN 100 Cash WKENT150P16
spam,PRIVATE Your 2003 Account Statement for 07808 XXXXXX shows 800 unredeemed S I M points Call 08719899217 Identifier Code 41685 Expires 071104
spam,U have a secret admirer REVEAL who thinks U R So special Call 09065174042 To opt out Reply REVEAL STOP 150 per msg recd Cust care 07821230901
spam,Customer Loyalty OfferThe NEW Nokia6650 Mobile from ONLY 10 at TXTAUCTION Txt word START to No 81151  get yours Now 4TCtxt TC 150pMTmsg
legit,Wait  lt
legit,When are you going to ride your bike
spam,Free msg Sorry
spam,FREE2DAY sexy St Georges Day pic of JordanTxt PIC to 89080 dont miss out
legit,No prob I will send to your email
legit,Fine i miss you very much
legit,Good evening Sir
legit,Ugh I dont wanna get out of bed Its so warm
legit,Love you aathilove u lot
spam,Mobile Club Choose any of the top quality items for your mobile 7cfca1a
legit,So hows scotland Hope you are not over showing your JJC tendencies Take care Live the dream
legit,Busy here Trying to finish for new year I am looking forward to finally meeting you
spam,Your credits have been topped up for httpwwwbubbletextcom Your renewal Pin is tgxxrz
spam,PLS STOP bootydelious 32F is inviting you to be her friend Reply YES434 or NO434 See her wwwSMSacubootydelious STOP Send STOP FRND to 62468
spam,For ur chance to win a 250 wkly shopping spree TXT SHOP to 80878 TsCs wwwtxt2shopcom custcare 08715705022
spam,Want a new Video Phone 750 anytime any network mins Half price line rental free text for 3 months Reply or call 08000930705 for free delivery
legit,On the road so cant txt
legit,Sorry to be a pain Is it ok if we meet another night I spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that Sorry 
spam,Hi there
spam,Got what it takes 2 take part in the WRC Rally in Oz U can with Lucozade Energy Text RALLY LE to 61200 25p
legit,He will
spam,Hello from Orange For 1 months free access to games
spam,You will be receiving this weeks Triple Echo ringtone shortly Enjoy it
legit,Jay says that youre a doublefaggot
legit,Omg I want to scream I weighed myself and I lost more weight Woohoo
spam,important information 4 orange user 0789xxxxxxx today is your lucky day2find out why log onto httpwwwurawinnercom THERES A FANTASTIC SURPRISE AWAITING YOU
spam,FROM 88066 LOST 12 HELP
legit,Yeshere tv is always available in work place
spam,As a SIM subscriber
legit,Ok i am on the way to railway
legit,How are you doing Hope youve settled in for the new school year Just wishin you a gr8 day
spam,Send a logo 2 ur lover  2 names joined by a heart Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo POBox36504W45WQ TxtNO 4 no ads 150p
spam,Free Top ringtone sub to weekly ringtoneget 1st week freesend SUBPOLY to 816183 per weekstop sms08718727870
spam,RTKIng Pro Video Club Need help inforingtonekingcouk or call 08701237397 You must be 16 Club credits redeemable at wwwringtonekingcouk Enjoy
legit,Then any special there
legit,Your opinion about me 1 Over 2 Jada 3 Kusruthi 4 Lovable 5 Silent 6 Spl character 7 Not matured 8 Stylish 9 Simple Pls reply
legit,Pick you up bout 730ish What time are  and that going
legit,Ive not called you in a while This is hoping it was l8r malaria and that you know that we miss you guys I miss Bani big
spam,You have an important customer service announcement from PREMIER
spam,Hi
spam,09066362231 URGENT Your mobile No 07xxxxxxxxx won a 2
legit,Aight yo
legit,Ask g or iouri
legit,Wow I never realized that you were so embarassed by your accomodations I thought you liked it
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console Press 0 for Games Arcade std WAP charge See o2coukgames 4 Terms  settings No purchase
legit,Ki deleted my contact that why
legit,HI BABE IM AT HOME NOW WANNA DO SOMETHING XX
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680 When booking quote 1st class x 2
spam,PRIVATE Your 2003 Account Statement for shows 800 unredeemed SIM points Call 08718738001 Identifier Code 49557 Expires 261104
legit,120 that call cost Which i guess isnt bad Miss ya
spam,England v Macedonia  dont miss the goalsteam news Txt ur national team to 87077 eg ENGLAND to 87077 TryWALES
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won Just answer 4 easy questions Play Now Send HMV to 86688 More infowww100percentrealcom
spam,Urgent call 09066350750 from your landline Your complimentary 4 Ibiza Holiday or 10
spam,Urgent Ur 500 guaranteed award is still unclaimed Call 09066368327 NOW closingdate040902 claimcode M39M51 150pmmorefrommobile2BremovedMobyPOBox734LS27YF
spam,This is the 2nd time we have tried 2 contact u U have won the 750 Pound prize 2 claim is easy
spam,Congratulations ur awarded either 500 of CD gift vouchers  Free entry 2 our 100 weekly draw txt MUSIC to 87066 TnCs wwwLdewcom1win150ppmx3age16
legit,Maybe i could get book out tomo then return it immediately  Or something
spam,For the most sparkling shopping breaks from 45 per person call 0121 2025050 or visit wwwshortbreaksorguk
legit,here is my new address applespairsall that malarky
legit,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
spam,Dear Voucher Holder
spam,PRIVATE Your 2003 Account Statement for shows 800 unredeemed S I M points Call 08719899230 Identifier Code 41685 Expires 071104
spam,Txt CALL to No 86888  claim your reward of 3 hours talk time to use from your phone now Subscribe6GBPmnth inc 3hrs 16 stoptxtStop wwwgambtv
legit,Where are youwhen wil you reach here
legit,He is a womdarfull actor
spam,Thank you
spam,YOU VE WON Your 4 Costa Del Sol Holiday or 5000 await collection Call 09050090044 Now toClaim SAE
legit,Are you there in room
legit,How would my ip address test that considering my computer isnt a minecraft server
spam,5p 4 alfie Moons Children in need song on ur mob Tell ur m8s Txt Tone charity to 8007 for Nokias or Poly charity for polys zed 08701417012 profit 2 charity
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
legit,Great Never been better Each day gives even more reasons to thank God
spam,EASTENDERS TV Quiz What FLOWER does DOT compare herself to D VIOLET E TULIP F LILY txt D E or F to 84025 NOW 4 chance 2 WIN 100 Cash WKENT150P16
legit,Sorry light turned green
spam,Youll not rcv any more msgs from the chat svc For FREE Hardcore services text GO to 69988 If u get nothing u must Age Verify with yr network  try again
spam,SMS SERVICES for your inclusive text credits
legit,If youre not in my car in an hour and a half Im going apeshit
legit,As per your request Melle Melle Oru Minnaminunginte Nurungu Vettam has been set as your callertune for all Callers Press 9 to copy your friends Callertune
legit,Huh so early Then  having dinner outside izzit
legit,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork Not cool at all Please do not contact me again or I will report you to your supervisor
spam,As one of our registered subscribers u can enter the draw 4 a 100 GB gift voucher by replying with ENTER To unsubscribe text STOP
legit,For fear of fainting with the of all that housework you just did Quick have a cuppa
spam,3 FREE TAROT TEXTS Find out about your love life now TRY 3 FOR FREE Text CHANCE to 85555 16 only After 3 Free
spam,Can U get 2 phone NOW I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls1minmoremobsEMSPOBox45PO139WA
legit,Sweetheart
spam,Wan2 win a MeetGreet with Westlife 4 U or a m8 They are currently on what tour 1Unbreakable
spam,SMS ac Blind Date 4U Rodds1 is 21m from Aberdeen
spam,SPJanuary Male Sale Hot Gay chat now cheaper
legit,Hi Princess Thank you for the pics You are very pretty How are you
spam,From next month get upto 50 More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3net 1st4Terms PoBox84 M26 3UZ Cost 150 min MobcudB more
spam,We know someone who you know that fancies you Call 09058097218 to find out who POBox 6
spam,Urgent Please call 09061743811 from landline Your ABTA complimentary 4 Tenerife Holiday or 5000 cash await collection SAE TCs Box 326 CW25WX 150ppm
legit,When i have stuff to sell ill tell you
spam,CLAIRE here am havin borin time  am now alone U wanna cum over 2nite Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls1minmoremobsEMSPOBox45PO139WA
spam,RGENT This is the 2nd attempt to contact UU have WON 1250 CALL 09071512433 b4 050703 TCsBCM4235WC1N3XX callcost 150ppm mobilesvary max7 50
spam,You will recieve your tone within the next 24hrs For Terms and conditions please see Channel U Teletext Pg 750
legit,Hi the way I was with u 2day
spam,Sorry I missed your call lets talk when you have the time Im on 07090201529
legit,Ok
legit,Hey so this sat are we going for the intro pilates only Or the kickboxing too 
legit,I know but you need to get hotel now I just got my invitation but i had to apologise Cali is to sweet for me to come to some english blokes weddin
legit,Ha ha cool cool chikku chikkuDB
legit,BOO BABE U ENJOYIN YOURJOB U SEEMED 2 B GETTIN ON WELL HUNNYHOPE URE OKTAKE CARE  ILLSPEAK 2U SOONLOTS OF LOVEME XXXX
legit,Haf u found him I feel so stupid da v cam was working
legit,Have you finished work yet 
spam,You have won a guaranteed 200 award or even 1000 cashto claim UR award call free on 08000407165 18 2 stop getstop on 88222 PHP
spam,Hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p Provided by tones2youcouk
spam,Congrats 2 mobile 3G Videophones R yours call 09061744553 now videochat wid ur mates
legit,There generally isnt one Its an uncountable noun  u in the dictionary pieces of research
spam,u r a winner U ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710pmin 18 
spam,HERMES We have attempted to deliver a parcel on the 2304 To reschedule please visit httpshermesmissedpackageredirectcom
legit,Alright
legit,Dont gimme that lip caveboy
legit,Home so we can always chat
spam,Freemsg 1month unlimited free calls Activate SmartCall Txt CALL to No 68866 Subscriptn3gbpwk unlimited calls Help 08448714184 Stoptxt stop landlineonly
spam,Kit Strip  you have been billed 150p Netcollex Ltd PO Box 1013 IG11 OJA
spam,IMPORTANT MESSAGE This is a final contact attempt You have important messages waiting out our customer claims dept Expires 13404 Call 08717507382 NOW
legit,Yeah theres barely enough room for the two of us
spam,Dorothykiefercom Bank of Granite issues StrongBuy EXPLOSIVE PICK FOR OUR MEMBERS UP OVER 300  Nasdaq Symbol CDGT That is a 500 per
legit,Check with nuerologist
spam,FREE for 1st week No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates wwwgetzedcouk POBox 36504 W45WQ 16 norm150ptone
spam,As a valued customer
legit,Your account has been refilled successfully by INR  ltDECIMALgt  Your KeralaCircle prepaid account balance is Rs  ltDECIMALgt  Your Transaction ID is KR lt
legit,Lol U drunkard Just doing my hair at d moment Yeah still up 4 tonight Wats the plan 
legit,Save yourself the stress If the person has a dorm account
spam,Great NEW Offer  DOUBLE Mins  DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE Call MobileUpd8 free on 08000839402 NOW or 2stoptxt TCs
spam,Here is your discount code RP176781 To stop further messages reply stop wwwregalportfoliocouk Customer Services 08717205546
legit,Goodo Yes we must speak friday  eggpotato ratio for tortilla needed 
spam,Thanks for your ringtone order
legit,Thank you baby I cant wait to taste the real thing
legit,So when do you wanna gym harri
legit,Sfine Anytime All the best with it
spam,Dear Matthew please call 09063440451 from a landline
legit,We are at grandmas Oh dear
spam,UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK Txt STORE to 88039SkilGmeTsCs087147403231WinawkAge16150perWKsub
legit,I have many dependents
legit,Does she usually take fifteen fucking minutes to respond to a yes or no question
spam,U have a secret admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09058094599
legit,Ela kano
legit,Ya even those cookies have jelly on them
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005 Text FA to 87121 to receive entry questionstd txt rateTCs apply 08452810075over18s
legit,I dun thk ill quit yet Hmmm
legit,Im back
spam,If you dont
legit,Come by our room at some point so we can iron out the plan for this weekend
legit,Lol you wont feel bad when I use her money to take you out to a steak dinner D
spam,HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd
spam,This is the 2nd time we have tried to contact u U have won the 400 prize 2 claim is easy
legit,Got it Seventeen pounds for seven hundred ml  hope ok
spam,4mths half price Orange line rental  latest camera phones 4 FREE Had your phone 11mths  Call MobilesDirect free on 08000938767 to update now or2stoptxt
legit,Found it
spam,Download as many ringtones as u like no restrictions
legit,Sir
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am11pm as you have WON a guaranteed 1000 cash or 5000 prize
legit,Please dont text me anymore I have nothing else to say
legit,Ok i msg u b4 i leave my house
spam,Fantasy Football is back on your TV Go to Sky Gamestar on Sky Active and play 250k Dream Team Scoring starts on Saturday
legit,Turns out my friends are staying for the whole show and wont be back til  lt
spam,U are subscribed to the best Mobile Content Service in the UK for 3 per 10 days until you send STOP to 82324 Helpline 08706091795
legit,Aaooooright are you at work
spam,You have WON a guaranteed 1000 cash or a 2000 prizeTo claim yr prize call our customer service representative on
legit,Wait
legit,Haha awesome
spam,I dont know u and u dont know me Send CHAT to 86688 now and lets find each other Only 150pMsg rcvd HGSuite3422LandsRowW1J6HL LDN 18 years or over
legit,Thats a bit weird
spam,You have 1 new voicemail Please call 08719181513
legit,Please dont say like that Hi hi hi
spam,FreeMsg Todays the day if you are ready Im horny  live in your town I love sex fun  games Netcollex Ltd 08700621170150p per msg reply Stop to end
legit,Yup having my lunch buffet now U eat already
legit,So theres a ring that comes with the guys costumes Its there so they can gift their future yowifes Hint hint
legit,Hey company elama po mudyadhu
legit,First answer my question
spam,Shop till u Drop
spam,07732584351  Rodger Burns  MSG  We tried to call you re your reply to our sms for a free nokia mobile  free camcorder Please call now 08000930705 for delivery tomorrow
spam,URGENT We are trying to contact U Todays draw shows that you have won a 2000 prize GUARANTEED Call 09066358361 from land line Claim Y87 Valid 12hrs only
spam,Sexy Singles are waiting for you Text your AGE followed by your GENDER as wither M or F EG23F For gay men text your AGE followed by a G eg23G
legit,Its a valentine game   Send dis msg to all ur friends  If 5 answers r d same then someone really loves u Ques which colour suits me the bestrply me
legit,Wish i were with you now
legit,Thanks for yesterday sir You have been wonderful Hope you enjoyed the burial MojiBiola
spam,LIFE has never been this much fun and great until you came in You made it truly special for me I wont forget you enjoy  one gbpsms
spam,Someone U know has asked our dating service 2 contact you Cant guess who CALL 09058095107 NOW all will be revealed POBox 7
legit,Meanwhile in the shit suite xavier decided to give us  lt
spam,Hack Chat Get backdoor entry into 121 chat rooms at a fraction of the cost Reply NEO69 or call 09050280520
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts Call MobileUpd8 08001950382 or Call2OptOut674
legit,Ha ha ha good joke Girls are situation seekers
legit,Hey You got any mail
spam,Call FREEPHONE 0800 542 0578 now
spam,Your weekly CoolMob tones are ready to download This weeks new Tones include 1 Crazy FrogAXEL F 2 AkonLonely 3 Black EyedDont P More info in n
legit,How much r  willing to pay
legit,Was actually sleeping and still might when u call back So a text is gr8 You rock sis Will send u a text wen i wake
legit,Yup next stop
spam,FREE2DAY sexy St Georges Day pic of JordanTxt PIC to 89080 dont miss out
legit,Aight
legit,This girl does not stay in bed This girl doesnt need recovery time Id rather pass out while having fun then be cooped up in bed
legit,No its waiting in e car dats bored wat Cos wait outside got nothing 2 do At home can do my stuff or watch tv wat
legit,The evo I just had to download flash Jealous
legit,For real when u getting on yo I only need 2 more tickets and one more jacket and Im done I already used all my multis
legit,Wishing you and your family Merry X mas and HAPPY NEW Year in advance
legit,Almost there
legit,Dear
legit,Gibbs unsoldmike hussey
legit,Whats the staff name who is taking class for us
spam,FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms  conditions
legit,Dear we are going to our rubber place
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game Text TONE or FLAG to 84199 Optout txt ENG STOP Box39822 W111WX 150
spam,Check Out Choose Your Babe Videos  smsshsexnetUN fgkslpoPW fgkslpo
spam,Send a logo 2 ur lover  2 names joined by a heart Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo POBox36504W45WQ TxtNO 4 no ads 150p
legit,sorry
legit,A famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence
legit,Good words But words may leave u in dismay many times
spam,Orange brings you ringtones from all time Chart Heroes
spam,WIN a year supply of CDs 4 a store of ur choice worth 500  enter our 100 Weekly draw txt MUSIC to 87066 TsCs wwwLdewcomsubs161win150ppmx3
spam,Think ur smart  Win 200 this week in our weekly quiz
legit,8 at the latest
spam,New Tones This week include 1McFlyAll Ab
spam,RECPT 13 You have ordered a Ringtone Your order is being processed
legit,There is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop
legit,Maybe Say hi to  and find out if  got his card Great escape or wetherspoons 
spam,our mobile number has won 5000
spam,Todays Voda numbers ending 1225 are selected to receive a 50award If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
spam,lyricalladie21F is inviting you to be her friend Reply YES910 or NO910 See her wwwSMSacuhmmross STOP Send STOP FRND to 62468
spam,Urgent call 09066649731from Landline Your complimentary 4 Ibiza Holiday or 10
spam,okmail Dear Dave this is your final notice to collect your 4 Tenerife Holiday or
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a 350 award If your number matches call 09064019014 to receive your 350 award
spam,Thanks for your ringtone order
legit,Im gonna say no Sorry I would but as normal am starting to panic about time Sorry again Are you seeing on Tuesday
legit,Got meh When
legit,Or maybe my fat fingers just press all these buttons and it doesnt know what to do
legit,Sorry
spam,Ever thought about living a good life with a perfect partner Just txt back NAME and AGE to join the mobile community 100pSMS
legit,How many licks does it take to get to the center of a tootsie pop
spam,Customer service announcement We recently tried to make a delivery to you but were unable to do so
legit,Probably gonna swing by in a wee bit
spam,Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country Liverpool played in mid week Txt ansr to 82277 150 SPTyrone
spam,U have won a nokia 6230 plus a free digital camera This is what u get when u win our FREE auction To take part send NOKIA to 83383 now POBOX11414TCRW1 16
spam,In The Simpsons Movie released in July 2007 name the band that died at the start of the film AGreen Day
legit,U should have made an appointment
spam,Youve won tkts to the EURO2004 CUP FINAL or 800 CASH
legit,Wa
spam,Uve been selected to stay in 1 of 250 top British hotels  FOR NOTHING Holiday valued at 350 Dial 08712300220 to claim  National Rate Call Bx526
legit,Yeah you should I think you can use your gt atm now to register Not sure but if theres anyway i can help let me know But when you do be sure you are ready
legit,What you doinghow are you
spam,Dear Uve been invited to XCHAT This is our final attempt to contact u Txt CHAT to 86688
spam,YOU HAVE WON As a valued Vodafone customer our computer has picked YOU to win a 150 prize To collect is easy Just call 09061743386
spam,all the lastest from Stereophonics
legit,Tell them the drug dealers getting impatient
legit,One small prestige problem now
legit,You are everywhere dirt
legit,As per your request Melle Melle Oru Minnaminunginte Nurungu Vettam has been set as your callertune for all Callers Press 9 to copy your friends Callertune
legit,Talk With Yourself Atleast Once In A Day Otherwise You Will Miss Your Best FRIEND In This WORLD Shakespeare SHESIL  lt
spam,Someone has contacted our dating service and entered your phone because they fancy you To find out who it is call from a landline 09111032124  PoBox12n146tf150p
legit,K tell me anything about you
legit,Haha mayb ure rite U know me well Da feeling of being liked by someone is gd lor U faster go find one then all gals in our group attached liao
legit,Kkgoodstudy well
legit,All done All handed in Celebrations in full swing yet
legit,It does it on its own Most of the time it fixes my spelling But sometimes it gets a completely diff word Go figure
spam,Camera  You are awarded a SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 days
spam,Text BANNEDUK to 89555 to see cost 150p textoperator g696ga 18 XXX
spam,You have an important customer service announcement Call FREEPHONE 0800 542 0825 now
spam,Ur cashbalance is currently 500 pounds  to maximize ur cashin now send COLLECT to 83600 only 150pmsg CC 08718720201 PO BOX 11414 TCRW1
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or 250 cash every wk Txt VPOD to 81303 TsCs wwwtextpodnet custcare 08712405020
legit,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow I got to sing and a guy gave me his card xxx
legit,Leave it de Start Prepare for next
spam,Missed call alert These numbers called but left no message 07008009200
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice TCs wwwtklscom age16 to stoptxtstop150week
legit,En chikku nange bakra msg kalstiyathen had teacoffee
spam,FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms  conditions
spam,Your free ringtone is waiting to be collected Simply text the password MIX to 85069 to verify Get Usher and Britney FML
spam,You can donate 250 to UNICEFs Asian Tsunami disaster support fund by texting DONATE to 864233 250 will be added to your next bill
legit,Yes i think so I am in office but my lap is in room i think thats on for the last few days I didnt shut that down
legit,Okies Ill go yan jiu too We can skip ard oso
legit,I borrow ur bag ok
spam,Loan for any purpose 500  75
spam,FreeMsg Txt CALL to No 86888  claim your reward of 3 hours talk time to use from your phone now Subscribe6GBPmnth inc 3hrs 16 stoptxtStop
legit,Yeah do Dont stand to close tho youll catch something
legit,This is hoping you enjoyed your game yesterday Sorry ive not been in touch but pls know that you are fondly bein thot off Have a great week Abiola
legit,When  login dat time Dad fetching  home now
spam,FREE GAME Get Rayman Golf 4 FREE from the O2 Games Arcade 1st get UR games settings Reply POST
legit,Does not operate after  lt
